sigma,filename,beam_width,base_heuristic,length_normal,length_prob,delta_length,time_s_normal,time_s_prob,delta_time
sigma-4,mglcs_10_50_4_4.txt,10,h3,1.0,1.0,0.0,0.0005,0.0379,0.0374
sigma-4,mglcs_10_50_4_4.txt,10,h4,1.0,1.0,0.0,0.0006,0.0505,0.0499
sigma-4,mglcs_10_50_4_4.txt,10,h5,1.0,1.0,0.0,0.0006,0.0725,0.07189999999999999
sigma-4,mglcs_10_50_4_4.txt,10,h6,1.0,1.0,0.0,0.0005,0.0326,0.0321
sigma-4,mglcs_10_50_4_4.txt,10,h7,1.0,1.0,0.0,0.0004,0.048,0.0476
sigma-4,mglcs_10_50_4_5.txt,10,h1,2.0,2.0,0.0,0.0005,0.0445,0.044
sigma-4,mglcs_10_50_4_5.txt,10,h2,2.0,2.0,0.0,0.0006,0.0531,0.0525
sigma-4,mglcs_10_50_4_5.txt,10,h3,2.0,2.0,0.0,0.0005,0.0462,0.0457
sigma-4,mglcs_10_50_4_5.txt,10,h4,2.0,2.0,0.0,0.0007,0.0581,0.0574
sigma-4,mglcs_10_50_4_5.txt,10,h5,2.0,2.0,0.0,0.001,0.0935,0.0925
sigma-4,mglcs_10_50_4_5.txt,10,h6,2.0,2.0,0.0,0.0006,0.0469,0.046299999999999994
sigma-4,mglcs_10_50_4_5.txt,10,h7,2.0,2.0,0.0,0.0004,0.0456,0.045200000000000004
sigma-4,mglcs_10_50_4_6.txt,10,h1,2.0,2.0,0.0,0.0005,0.049,0.0485
sigma-4,mglcs_10_50_4_6.txt,10,h2,2.0,2.0,0.0,0.0004,0.0443,0.0439
sigma-4,mglcs_10_50_4_6.txt,10,h3,2.0,2.0,0.0,0.0004,0.0501,0.0497
sigma-4,mglcs_10_50_4_6.txt,10,h4,2.0,2.0,0.0,0.0006,0.0581,0.057499999999999996
sigma-4,mglcs_10_50_4_6.txt,10,h5,2.0,2.0,0.0,0.001,0.0726,0.0716
sigma-4,mglcs_10_50_4_6.txt,10,h6,2.0,2.0,0.0,0.0006,0.0443,0.043699999999999996
sigma-4,mglcs_10_50_4_6.txt,10,h7,2.0,2.0,0.0,0.0006,0.048,0.0474
sigma-4,mglcs_10_50_4_7.txt,10,h1,2.0,2.0,0.0,0.0006,0.0463,0.0457
sigma-4,mglcs_10_50_4_7.txt,10,h2,2.0,1.0,-1.0,0.0004,0.0439,0.043500000000000004
sigma-4,mglcs_10_50_4_7.txt,10,h3,2.0,2.0,0.0,0.0006,0.0531,0.0525
sigma-4,mglcs_10_50_4_7.txt,10,h4,2.0,2.0,0.0,0.0007,0.057,0.0563
sigma-4,mglcs_10_50_4_7.txt,10,h5,2.0,2.0,0.0,0.0008,0.077,0.0762
sigma-4,mglcs_10_50_4_7.txt,10,h6,2.0,2.0,0.0,0.0005,0.0526,0.0521
sigma-4,mglcs_10_50_4_7.txt,10,h7,2.0,2.0,0.0,0.0006,0.0441,0.0435
sigma-4,mglcs_10_50_4_8.txt,10,h1,2.0,2.0,0.0,0.0007,0.0545,0.0538
sigma-4,mglcs_10_50_4_8.txt,10,h2,2.0,2.0,0.0,0.0009,0.0717,0.0708
sigma-4,mglcs_10_50_4_8.txt,10,h3,2.0,2.0,0.0,0.0006,0.0692,0.0686
sigma-4,mglcs_10_50_4_8.txt,10,h4,2.0,2.0,0.0,0.0013,0.0799,0.0786
sigma-4,mglcs_10_50_4_8.txt,10,h5,2.0,2.0,0.0,0.0013,0.163,0.1617
sigma-4,mglcs_10_50_4_8.txt,10,h6,2.0,2.0,0.0,0.0009,0.0768,0.0759
sigma-4,mglcs_10_50_4_8.txt,10,h7,2.0,2.0,0.0,0.0005,0.0726,0.0721
sigma-4,mglcs_10_50_4_9.txt,10,h1,4.0,4.0,0.0,0.0008,0.1076,0.1068
sigma-4,mglcs_10_50_4_9.txt,10,h2,4.0,4.0,0.0,0.0009,0.1127,0.1118
sigma-4,mglcs_10_50_4_9.txt,10,h3,4.0,4.0,0.0,0.0013,0.1114,0.1101
sigma-4,mglcs_10_50_4_9.txt,10,h4,4.0,4.0,0.0,0.0009,0.1224,0.1215
sigma-4,mglcs_10_50_4_9.txt,10,h5,4.0,4.0,0.0,0.0034,0.2343,0.23090000000000002
sigma-4,mglcs_10_50_4_9.txt,10,h6,4.0,4.0,0.0,0.0015,0.117,0.1155
sigma-4,mglcs_10_50_4_9.txt,10,h7,4.0,4.0,0.0,0.0009,0.1021,0.1012
sigma-4,mglcs_2_100_4_0.txt,10,h1,47.0,54.0,7.0,0.0121,1.1246,1.1125
sigma-4,mglcs_2_100_4_0.txt,10,h2,60.0,60.0,0.0,0.0192,1.5262,1.507
sigma-4,mglcs_2_100_4_0.txt,10,h3,49.0,52.0,3.0,0.0109,1.0824,1.0715000000000001
sigma-4,mglcs_2_100_4_0.txt,10,h4,43.0,52.0,9.0,0.0112,1.3096,1.2984
sigma-4,mglcs_2_100_4_0.txt,10,h5,61.0,61.0,0.0,0.0423,3.2108,3.1685
sigma-4,mglcs_2_100_4_0.txt,10,h6,52.0,60.0,8.0,0.0123,1.2911,1.2788
sigma-4,mglcs_2_100_4_0.txt,10,h7,60.0,60.0,0.0,0.0181,1.6097,1.5916
sigma-4,mglcs_2_100_4_1.txt,10,h1,54.0,56.0,2.0,0.0109,1.07,1.0591000000000002
sigma-4,mglcs_2_100_4_1.txt,10,h2,59.0,59.0,0.0,0.0179,1.5581,1.5402
sigma-4,mglcs_2_100_4_1.txt,10,h3,45.0,55.0,10.0,0.0103,1.161,1.1507
sigma-4,mglcs_2_100_4_1.txt,10,h4,54.0,56.0,2.0,0.0137,1.4408,1.4271
sigma-4,mglcs_2_100_4_1.txt,10,h5,60.0,61.0,1.0,0.0366,2.9283,2.8917
sigma-4,mglcs_2_100_4_1.txt,10,h6,52.0,61.0,9.0,0.0124,1.3221,1.3097
sigma-4,mglcs_2_100_4_1.txt,10,h7,58.0,61.0,3.0,0.0158,1.3337,1.3179
sigma-4,mglcs_2_100_4_2.txt,10,h1,51.0,57.0,6.0,0.0079,0.8646,0.8567
sigma-4,mglcs_2_100_4_2.txt,10,h2,61.0,65.0,4.0,0.0113,1.1591,1.1478
sigma-4,mglcs_2_100_4_2.txt,10,h3,49.0,56.0,7.0,0.0079,0.919,0.9111
sigma-4,mglcs_2_100_4_2.txt,10,h4,53.0,60.0,7.0,0.0133,1.1086,1.0953
sigma-4,mglcs_2_100_4_2.txt,10,h5,63.0,64.0,1.0,0.0288,2.1794,2.1506
sigma-4,mglcs_2_100_4_2.txt,10,h6,62.0,65.0,3.0,0.0104,1.0686,1.0582
sigma-4,mglcs_2_100_4_2.txt,10,h7,65.0,65.0,0.0,0.0141,1.1835,1.1694
sigma-4,mglcs_2_100_4_3.txt,10,h1,52.0,56.0,4.0,0.0074,0.683,0.6756000000000001
sigma-4,mglcs_2_100_4_3.txt,10,h2,60.0,60.0,0.0,0.0106,1.0524,1.0418
sigma-4,mglcs_2_100_4_3.txt,10,h3,47.0,50.0,3.0,0.0076,0.5145,0.5068999999999999
sigma-4,mglcs_2_100_4_3.txt,10,h4,50.0,58.0,8.0,0.009,1.202,1.193
sigma-4,mglcs_2_100_4_3.txt,10,h5,61.0,61.0,0.0,0.0329,2.7227,2.6898
sigma-4,mglcs_2_100_4_3.txt,10,h6,56.0,61.0,5.0,0.0123,1.2313,1.219
sigma-4,mglcs_2_100_4_3.txt,10,h7,61.0,61.0,0.0,0.0164,1.5063,1.4899
sigma-4,mglcs_2_100_4_4.txt,10,h1,44.0,55.0,11.0,0.0091,1.0166,1.0074999999999998
sigma-4,mglcs_2_100_4_4.txt,10,h2,57.0,57.0,0.0,0.0145,1.4689,1.4544000000000001
sigma-4,mglcs_2_100_4_4.txt,10,h3,56.0,53.0,-3.0,0.0133,1.0096,0.9963000000000001
sigma-4,mglcs_2_100_4_4.txt,10,h4,50.0,55.0,5.0,0.0125,1.2186,1.2061
sigma-4,mglcs_2_100_4_4.txt,10,h5,59.0,58.0,-1.0,0.034,2.6213,2.5873000000000004
sigma-4,mglcs_2_100_4_4.txt,10,h6,45.0,62.0,17.0,0.0075,0.9093,0.9018
sigma-4,mglcs_2_100_4_4.txt,10,h7,57.0,58.0,1.0,0.0119,1.2469,1.2349999999999999
sigma-4,mglcs_2_100_4_5.txt,10,h1,45.0,56.0,11.0,0.0066,0.9471,0.9405
sigma-4,mglcs_2_100_4_5.txt,10,h2,58.0,54.0,-4.0,0.0114,0.7643,0.7529
sigma-4,mglcs_2_100_4_5.txt,10,h3,38.0,54.0,16.0,0.007,0.7588,0.7518
sigma-4,mglcs_2_100_4_5.txt,10,h4,45.0,57.0,12.0,0.0077,0.9448,0.9370999999999999
sigma-4,mglcs_2_100_4_5.txt,10,h5,58.0,58.0,0.0,0.022,2.3261,2.3041
sigma-4,mglcs_2_100_4_5.txt,10,h6,59.0,59.0,0.0,0.0121,0.956,0.9439
sigma-4,mglcs_2_100_4_5.txt,10,h7,58.0,58.0,0.0,0.0106,0.8674,0.8567999999999999
sigma-4,mglcs_2_100_4_6.txt,10,h1,42.0,54.0,12.0,0.0077,0.8718,0.8641
sigma-4,mglcs_2_100_4_6.txt,10,h2,58.0,57.0,-1.0,0.0123,1.2009,1.1886
sigma-4,mglcs_2_100_4_6.txt,10,h3,51.0,55.0,4.0,0.0092,0.9311,0.9219
sigma-4,mglcs_2_100_4_6.txt,10,h4,58.0,57.0,-1.0,0.0097,0.9301,0.9204
sigma-4,mglcs_2_100_4_6.txt,10,h5,60.0,60.0,0.0,0.0301,2.0538,2.0237
sigma-4,mglcs_2_100_4_6.txt,10,h6,30.0,59.0,29.0,0.0049,0.7579,0.753
sigma-4,mglcs_2_100_4_6.txt,10,h7,58.0,58.0,0.0,0.0103,0.904,0.8937
sigma-4,mglcs_2_100_4_7.txt,10,h1,50.0,57.0,7.0,0.0086,0.843,0.8343999999999999
sigma-4,mglcs_2_100_4_7.txt,10,h2,57.0,61.0,4.0,0.0119,1.1617,1.1498
sigma-4,mglcs_2_100_4_7.txt,10,h3,49.0,57.0,8.0,0.0086,0.9209,0.9123
sigma-4,mglcs_2_100_4_7.txt,10,h4,52.0,60.0,8.0,0.0103,1.1342,1.1239000000000001
sigma-4,mglcs_2_100_4_7.txt,10,h5,62.0,63.0,1.0,0.0384,2.3586,2.3202
sigma-4,mglcs_2_100_4_7.txt,10,h6,61.0,63.0,2.0,0.011,1.0903,1.0793000000000001
sigma-4,mglcs_2_100_4_7.txt,10,h7,63.0,63.0,0.0,0.015,1.2636,1.2486000000000002
sigma-4,mglcs_2_100_4_8.txt,10,h1,47.0,52.0,5.0,0.0072,0.706,0.6988
sigma-4,mglcs_2_100_4_8.txt,10,h2,48.0,48.0,0.0,0.0085,0.9296,0.9211
sigma-4,mglcs_2_100_4_8.txt,10,h3,30.0,51.0,21.0,0.0063,0.7292,0.7229
sigma-4,mglcs_2_100_4_8.txt,10,h4,46.0,52.0,6.0,0.0098,0.8282,0.8184
sigma-4,mglcs_2_100_4_8.txt,10,h5,50.0,52.0,2.0,0.0236,1.639,1.6154
sigma-4,mglcs_2_100_4_8.txt,10,h6,44.0,59.0,15.0,0.0073,0.9407,0.9334
sigma-4,mglcs_2_100_4_8.txt,10,h7,49.0,48.0,-1.0,0.0097,1.0236,1.0139
sigma-4,mglcs_2_100_4_9.txt,10,h1,55.0,59.0,4.0,0.0082,0.8754,0.8672
sigma-4,mglcs_2_100_4_9.txt,10,h2,33.0,59.0,26.0,0.0063,0.8885,0.8822
sigma-4,mglcs_2_100_4_9.txt,10,h3,48.0,57.0,9.0,0.0073,0.584,0.5767
sigma-4,mglcs_2_100_4_9.txt,10,h4,59.0,61.0,2.0,0.0112,0.9351,0.9239
sigma-4,mglcs_2_100_4_9.txt,10,h5,62.0,62.0,0.0,0.0278,1.4281,1.4002999999999999
sigma-4,mglcs_2_100_4_9.txt,10,h6,62.0,61.0,-1.0,0.0104,0.5526,0.5422
sigma-4,mglcs_2_100_4_9.txt,10,h7,54.0,59.0,5.0,0.0097,1.0075,0.9978
sigma-4,mglcs_2_200_4_0.txt,10,h1,110.0,106.0,-4.0,0.0228,2.4173,2.3945
sigma-4,mglcs_2_200_4_0.txt,10,h2,116.0,117.0,1.0,0.0372,2.5884,2.5512
sigma-4,mglcs_2_200_4_0.txt,10,h3,95.0,106.0,11.0,0.0255,2.0121,1.9866000000000001
sigma-4,mglcs_2_200_4_0.txt,10,h4,98.0,108.0,10.0,0.0297,2.4224,2.3927
sigma-4,mglcs_2_200_4_0.txt,10,h5,114.0,122.0,8.0,0.0675,5.5369,5.4694
sigma-4,mglcs_2_200_4_0.txt,10,h6,117.0,121.0,4.0,0.0343,2.4829,2.4486
sigma-4,mglcs_2_200_4_0.txt,10,h7,116.0,117.0,1.0,0.0389,3.0447,3.0058000000000002
sigma-4,mglcs_2_200_4_1.txt,10,h1,98.0,105.0,7.0,0.0265,1.3104,1.2839
sigma-4,mglcs_2_200_4_1.txt,10,h2,117.0,116.0,-1.0,0.0395,0.4965,0.457
sigma-4,mglcs_2_200_4_1.txt,10,h3,84.0,98.0,14.0,0.0241,1.1404,1.1163
sigma-4,mglcs_2_200_4_1.txt,10,h4,92.0,110.0,18.0,0.0301,2.314,2.2839
sigma-4,mglcs_2_200_4_1.txt,10,h5,119.0,120.0,1.0,0.0704,3.1573,3.0869000000000004
sigma-4,mglcs_2_200_4_1.txt,10,h6,108.0,119.0,11.0,0.033,0.7878,0.7547999999999999
sigma-4,mglcs_2_200_4_1.txt,10,h7,115.0,117.0,2.0,0.0405,0.2327,0.19219999999999998
sigma-4,mglcs_2_200_4_2.txt,10,h1,103.0,111.0,8.0,0.0236,1.3393,1.3156999999999999
sigma-4,mglcs_2_200_4_2.txt,10,h2,113.0,118.0,5.0,0.0333,0.9827,0.9494
sigma-4,mglcs_2_200_4_2.txt,10,h3,99.0,104.0,5.0,0.0282,1.1132,1.085
sigma-4,mglcs_2_200_4_2.txt,10,h4,18.0,109.0,91.0,0.0048,1.5161,1.5113
sigma-4,mglcs_2_200_4_2.txt,10,h5,116.0,117.0,1.0,0.0756,2.0708,1.9952
sigma-4,mglcs_2_200_4_2.txt,10,h6,113.0,121.0,8.0,0.0292,1.7164,1.6872
sigma-4,mglcs_2_200_4_2.txt,10,h7,112.0,117.0,5.0,0.0315,0.3987,0.36719999999999997
sigma-4,mglcs_2_200_4_3.txt,10,h1,96.0,109.0,13.0,0.0254,1.7296,1.7042
sigma-4,mglcs_2_200_4_3.txt,10,h2,112.0,14.0,-98.0,0.0399,0.3833,0.3434
sigma-4,mglcs_2_200_4_3.txt,10,h3,94.0,102.0,8.0,0.0263,0.5659,0.5396
sigma-4,mglcs_2_200_4_3.txt,10,h4,96.0,110.0,14.0,0.0301,2.1309,2.1008
sigma-4,mglcs_2_200_4_3.txt,10,h5,119.0,119.0,0.0,0.0721,4.1454,4.073300000000001
sigma-4,mglcs_2_200_4_3.txt,10,h6,113.0,118.0,5.0,0.0245,0.7808,0.7563000000000001
sigma-4,mglcs_2_200_4_3.txt,10,h7,117.0,14.0,-103.0,0.0375,0.3498,0.3123
sigma-4,mglcs_2_200_4_4.txt,10,h1,106.0,112.0,6.0,0.0303,2.2887,2.2584
sigma-4,mglcs_2_200_4_4.txt,10,h2,124.0,126.0,2.0,0.0479,3.0799,3.032
sigma-4,mglcs_2_200_4_4.txt,10,h3,94.0,116.0,22.0,0.0286,1.9912,1.9626000000000001
sigma-4,mglcs_2_200_4_4.txt,10,h4,106.0,115.0,9.0,0.0379,2.4995,2.4616
sigma-4,mglcs_2_200_4_4.txt,10,h5,83.0,127.0,44.0,0.0595,5.2781,5.2186
sigma-4,mglcs_2_200_4_4.txt,10,h6,123.0,128.0,5.0,0.0431,2.8248,2.7817000000000003
sigma-4,mglcs_2_200_4_4.txt,10,h7,127.0,128.0,1.0,0.044,3.4622,3.4182
sigma-4,mglcs_2_200_4_5.txt,10,h1,33.0,100.0,67.0,0.0118,1.4689,1.4571
sigma-4,mglcs_2_200_4_5.txt,10,h2,37.0,37.0,0.0,0.0135,1.0878,1.0743
sigma-4,mglcs_2_200_4_5.txt,10,h3,27.0,34.0,7.0,0.0072,0.6168,0.6096
sigma-4,mglcs_2_200_4_5.txt,10,h4,103.0,106.0,3.0,0.037,1.3011,1.2641
sigma-4,mglcs_2_200_4_5.txt,10,h5,39.0,36.0,-3.0,0.0262,1.4583,1.4321
sigma-4,mglcs_2_200_4_5.txt,10,h6,106.0,40.0,-66.0,0.0345,0.859,0.8245
sigma-4,mglcs_2_200_4_5.txt,10,h7,36.0,37.0,1.0,0.0103,0.8315,0.8212
sigma-4,mglcs_2_200_4_6.txt,10,h1,108.0,112.0,4.0,0.0283,1.9277,1.8994
sigma-4,mglcs_2_200_4_6.txt,10,h2,29.0,120.0,91.0,0.0073,2.3464,2.3391
sigma-4,mglcs_2_200_4_6.txt,10,h3,99.0,104.0,5.0,0.0316,1.876,1.8443999999999998
sigma-4,mglcs_2_200_4_6.txt,10,h4,109.0,114.0,5.0,0.046,2.7126,2.6666000000000003
sigma-4,mglcs_2_200_4_6.txt,10,h5,32.0,123.0,91.0,0.0176,2.3546,2.337
sigma-4,mglcs_2_200_4_6.txt,10,h6,31.0,125.0,94.0,0.0088,1.7671,1.7583
sigma-4,mglcs_2_200_4_6.txt,10,h7,32.0,122.0,90.0,0.0095,2.1733,2.1637999999999997
sigma-4,mglcs_2_200_4_7.txt,10,h1,111.0,107.0,-4.0,0.0318,2.0528,2.021
sigma-4,mglcs_2_200_4_7.txt,10,h2,38.0,123.0,85.0,0.0136,2.2621,2.2485000000000004
sigma-4,mglcs_2_200_4_7.txt,10,h3,98.0,108.0,10.0,0.0314,2.1177,2.0863
sigma-4,mglcs_2_200_4_7.txt,10,h4,82.0,113.0,31.0,0.0219,3.2104,3.1885
sigma-4,mglcs_2_200_4_7.txt,10,h5,120.0,122.0,2.0,0.0872,4.2413,4.1541
sigma-4,mglcs_2_200_4_7.txt,10,h6,75.0,125.0,50.0,0.0245,2.4131,2.3886
sigma-4,mglcs_2_200_4_7.txt,10,h7,38.0,122.0,84.0,0.0123,1.8498,1.8375000000000001
sigma-4,mglcs_2_200_4_8.txt,10,h1,96.0,108.0,12.0,0.0224,2.0151,1.9927
sigma-4,mglcs_2_200_4_8.txt,10,h2,108.0,109.0,1.0,0.0316,2.7155,2.6839
sigma-4,mglcs_2_200_4_8.txt,10,h3,91.0,108.0,17.0,0.0218,2.2958,2.274
sigma-4,mglcs_2_200_4_8.txt,10,h4,96.0,111.0,15.0,0.0309,2.4377,2.4068
sigma-4,mglcs_2_200_4_8.txt,10,h5,127.0,127.0,0.0,0.0929,5.3879,5.295
sigma-4,mglcs_2_200_4_8.txt,10,h6,116.0,126.0,10.0,0.0298,2.3532,2.3234000000000004
sigma-4,mglcs_2_200_4_8.txt,10,h7,112.0,112.0,0.0,0.033,2.805,2.7720000000000002
sigma-4,mglcs_2_200_4_9.txt,10,h1,96.0,112.0,16.0,0.0215,1.9483,1.9267999999999998
sigma-4,mglcs_2_200_4_9.txt,10,h2,76.0,120.0,44.0,0.0207,2.4686,2.4478999999999997
sigma-4,mglcs_2_200_4_9.txt,10,h3,106.0,105.0,-1.0,0.0228,2.116,2.0932
sigma-4,mglcs_2_200_4_9.txt,10,h4,99.0,109.0,10.0,0.0214,2.055,2.0336000000000003
sigma-4,mglcs_2_200_4_9.txt,10,h5,104.0,121.0,17.0,0.0523,3.8482,3.7959
sigma-4,mglcs_2_200_4_9.txt,10,h6,115.0,125.0,10.0,0.0234,1.8878,1.8643999999999998
sigma-4,mglcs_2_200_4_9.txt,10,h7,103.0,118.0,15.0,0.0264,2.11,2.0835999999999997
sigma-4,mglcs_2_50_4_0.txt,10,h1,22.0,28.0,6.0,0.0024,0.288,0.28559999999999997
sigma-4,mglcs_2_50_4_0.txt,10,h2,29.0,29.0,0.0,0.0039,0.3513,0.3474
sigma-4,mglcs_2_50_4_0.txt,10,h3,21.0,27.0,6.0,0.0022,0.2628,0.2606
sigma-4,mglcs_2_50_4_0.txt,10,h4,26.0,29.0,3.0,0.0032,0.3336,0.3304
sigma-4,mglcs_2_50_4_0.txt,10,h5,29.0,29.0,0.0,0.007,0.6668,0.6597999999999999
sigma-4,mglcs_2_50_4_0.txt,10,h6,24.0,29.0,5.0,0.0028,0.3087,0.30589999999999995
sigma-4,mglcs_2_50_4_0.txt,10,h7,29.0,29.0,0.0,0.0037,0.3773,0.37360000000000004
sigma-4,mglcs_2_50_4_1.txt,10,h1,27.0,28.0,1.0,0.0029,0.3142,0.31129999999999997
sigma-4,mglcs_2_50_4_1.txt,10,h2,13.0,13.0,0.0,0.002,0.2273,0.2253
sigma-4,mglcs_2_50_4_1.txt,10,h3,13.0,25.0,12.0,0.0016,0.2521,0.2505
sigma-4,mglcs_2_50_4_1.txt,10,h4,26.0,29.0,3.0,0.0037,0.387,0.38330000000000003
sigma-4,mglcs_2_50_4_1.txt,10,h5,28.0,31.0,3.0,0.006,0.4688,0.4628
sigma-4,mglcs_2_50_4_1.txt,10,h6,31.0,31.0,0.0,0.0044,0.378,0.3736
sigma-4,mglcs_2_50_4_1.txt,10,h7,14.0,14.0,0.0,0.0025,0.2569,0.2544
sigma-4,mglcs_2_50_4_2.txt,10,h1,27.0,29.0,2.0,0.0026,0.2619,0.25930000000000003
sigma-4,mglcs_2_50_4_2.txt,10,h2,31.0,31.0,0.0,0.0037,0.4114,0.4077
sigma-4,mglcs_2_50_4_2.txt,10,h3,27.0,29.0,2.0,0.0029,0.2881,0.2852
sigma-4,mglcs_2_50_4_2.txt,10,h4,28.0,30.0,2.0,0.0042,0.4086,0.40440000000000004
sigma-4,mglcs_2_50_4_2.txt,10,h5,31.0,31.0,0.0,0.0118,0.7544,0.7425999999999999
sigma-4,mglcs_2_50_4_2.txt,10,h6,31.0,31.0,0.0,0.0047,0.3989,0.3942
sigma-4,mglcs_2_50_4_2.txt,10,h7,31.0,31.0,0.0,0.0039,0.4773,0.4734
sigma-4,mglcs_2_50_4_3.txt,10,h1,22.0,30.0,8.0,0.0031,0.3039,0.3008
sigma-4,mglcs_2_50_4_3.txt,10,h2,30.0,30.0,0.0,0.004,0.4517,0.4477
sigma-4,mglcs_2_50_4_3.txt,10,h3,22.0,27.0,5.0,0.0026,0.344,0.3414
sigma-4,mglcs_2_50_4_3.txt,10,h4,26.0,30.0,4.0,0.0034,0.4389,0.4355
sigma-4,mglcs_2_50_4_3.txt,10,h5,30.0,30.0,0.0,0.0083,0.8188,0.8105
sigma-4,mglcs_2_50_4_3.txt,10,h6,30.0,30.0,0.0,0.0042,0.4045,0.40030000000000004
sigma-4,mglcs_2_50_4_3.txt,10,h7,30.0,30.0,0.0,0.0046,0.4844,0.4798
sigma-4,mglcs_2_50_4_4.txt,10,h1,24.0,30.0,6.0,0.0023,0.2586,0.2563
sigma-4,mglcs_2_50_4_4.txt,10,h2,25.0,25.0,0.0,0.0028,0.3245,0.3217
sigma-4,mglcs_2_50_4_4.txt,10,h3,18.0,29.0,11.0,0.0024,0.2586,0.2562
sigma-4,mglcs_2_50_4_4.txt,10,h4,29.0,31.0,2.0,0.0032,0.3544,0.3512
sigma-4,mglcs_2_50_4_4.txt,10,h5,25.0,25.0,0.0,0.0061,0.5702,0.5641
sigma-4,mglcs_2_50_4_4.txt,10,h6,32.0,30.0,-2.0,0.0031,0.2931,0.29000000000000004
sigma-4,mglcs_2_50_4_4.txt,10,h7,25.0,25.0,0.0,0.0028,0.3686,0.36579999999999996
sigma-4,mglcs_2_50_4_5.txt,10,h1,28.0,29.0,1.0,0.0038,0.3523,0.3485
sigma-4,mglcs_2_50_4_5.txt,10,h2,28.0,29.0,1.0,0.0042,0.4632,0.459
sigma-4,mglcs_2_50_4_5.txt,10,h3,25.0,26.0,1.0,0.0033,0.3627,0.3594
sigma-4,mglcs_2_50_4_5.txt,10,h4,22.0,30.0,8.0,0.0032,0.4017,0.3985
sigma-4,mglcs_2_50_4_5.txt,10,h5,30.0,30.0,0.0,0.009,0.92,0.911
sigma-4,mglcs_2_50_4_5.txt,10,h6,28.0,30.0,2.0,0.0037,0.4115,0.4078
sigma-4,mglcs_2_50_4_5.txt,10,h7,28.0,30.0,2.0,0.0044,0.4641,0.4597
sigma-4,mglcs_2_50_4_6.txt,10,h1,27.0,30.0,3.0,0.0024,0.2821,0.2797
sigma-4,mglcs_2_50_4_6.txt,10,h2,30.0,30.0,0.0,0.0036,0.4273,0.4237
sigma-4,mglcs_2_50_4_6.txt,10,h3,29.0,30.0,1.0,0.0032,0.1889,0.1857
sigma-4,mglcs_2_50_4_6.txt,10,h4,30.0,30.0,0.0,0.0035,0.337,0.3335
sigma-4,mglcs_2_50_4_6.txt,10,h5,30.0,30.0,0.0,0.0073,0.729,0.7217
sigma-4,mglcs_2_50_4_6.txt,10,h6,30.0,30.0,0.0,0.0032,0.2933,0.2901
sigma-4,mglcs_2_50_4_6.txt,10,h7,30.0,30.0,0.0,0.004,0.4149,0.4109
sigma-4,mglcs_2_50_4_7.txt,10,h1,21.0,30.0,9.0,0.0019,0.2231,0.22119999999999998
sigma-4,mglcs_2_50_4_7.txt,10,h2,18.0,18.0,0.0,0.0021,0.2405,0.2384
sigma-4,mglcs_2_50_4_7.txt,10,h3,20.0,21.0,1.0,0.002,0.2458,0.2438
sigma-4,mglcs_2_50_4_7.txt,10,h4,15.0,29.0,14.0,0.0022,0.2711,0.26890000000000003
sigma-4,mglcs_2_50_4_7.txt,10,h5,18.0,18.0,0.0,0.0046,0.4289,0.4243
sigma-4,mglcs_2_50_4_7.txt,10,h6,30.0,30.0,0.0,0.0021,0.2378,0.23570000000000002
sigma-4,mglcs_2_50_4_7.txt,10,h7,18.0,18.0,0.0,0.0022,0.2561,0.2539
sigma-4,mglcs_2_50_4_8.txt,10,h1,23.0,30.0,7.0,0.0024,0.2775,0.2751
sigma-4,mglcs_2_50_4_8.txt,10,h2,29.0,29.0,0.0,0.0033,0.3864,0.3831
sigma-4,mglcs_2_50_4_8.txt,10,h3,27.0,26.0,-1.0,0.0031,0.2809,0.2778
sigma-4,mglcs_2_50_4_8.txt,10,h4,27.0,28.0,1.0,0.0035,0.3527,0.3492
sigma-4,mglcs_2_50_4_8.txt,10,h5,29.0,29.0,0.0,0.0073,0.7976,0.7903
sigma-4,mglcs_2_50_4_8.txt,10,h6,26.0,30.0,4.0,0.0031,0.3387,0.3356
sigma-4,mglcs_2_50_4_8.txt,10,h7,28.0,28.0,0.0,0.0038,0.4306,0.42679999999999996
sigma-4,mglcs_2_50_4_9.txt,10,h1,28.0,28.0,0.0,0.0023,0.2163,0.214
sigma-4,mglcs_2_50_4_9.txt,10,h2,26.0,27.0,1.0,0.0028,0.3043,0.3015
sigma-4,mglcs_2_50_4_9.txt,10,h3,28.0,27.0,-1.0,0.0021,0.1809,0.17880000000000001
sigma-4,mglcs_2_50_4_9.txt,10,h4,27.0,28.0,1.0,0.0025,0.2321,0.2296
sigma-4,mglcs_2_50_4_9.txt,10,h5,28.0,28.0,0.0,0.0046,0.4226,0.418
sigma-4,mglcs_2_50_4_9.txt,10,h6,25.0,28.0,3.0,0.002,0.2137,0.2117
sigma-4,mglcs_2_50_4_9.txt,10,h7,27.0,28.0,1.0,0.003,0.3267,0.3237
sigma-4,mglcs_3_100_4_0.txt,10,h1,15.0,16.0,1.0,0.0023,0.1394,0.1371
sigma-4,mglcs_3_100_4_0.txt,10,h2,16.0,4.0,-12.0,0.0026,0.0546,0.052000000000000005
sigma-4,mglcs_3_100_4_0.txt,10,h3,16.0,16.0,0.0,0.0025,0.2742,0.2717
sigma-4,mglcs_3_100_4_0.txt,10,h4,16.0,16.0,0.0,0.0026,0.2556,0.253
